# number of LED, resolution of motor encoder 
32, 380 
236 158 122 
234 158 122 
235 157 121 
238 158 121 
237 157 120 
236 155 120 
238 156 121 
237 156 121 
236 158 121 
235 157 120 
237 156 121 
236 155 120 
240 156 121 
237 156 119 
236 157 118 
239 154 122 
235 155 118 
235 154 116 
236 153 115 
237 152 114 
233 160 132 
234 161 131 
233 159 131 
233 159 131 
232 159 129 
234 159 127 
234 157 125 
235 164 131 
224 158 129 
234 156 127 
235 159 123 
236 158 122 
235 157 121 
235 157 121 
234 156 120 
237 157 120 
238 157 120 
237 155 120 
237 155 120 
236 156 119 
237 156 119 
237 156 119 
235 154 119 
238 154 118 
240 154 118 
237 153 117 
239 153 117 
236 155 118 
234 153 115 
236 153 115 
236 153 115 
237 152 112 
233 160 132 
234 161 131 
233 159 131 
233 159 131 
234 159 127 
235 158 126 
232 157 125 
239 164 132 
233 157 128 
236 154 123 
234 158 122 
235 157 121 
235 157 121 
235 157 121 
236 155 120 
237 157 120 
237 156 119 
236 154 119 
233 156 117 
235 155 118 
239 155 119 
235 154 117 
233 152 115 
236 152 116 
240 152 116 
239 153 117 
236 152 116 
236 152 116 
235 152 114 
237 152 112 
238 151 111 
236 151 111 
233 160 132 
234 161 131 
233 158 132 
235 159 130 
234 159 127 
235 158 126 
233 158 126 
239 162 130 
239 156 125 
237 156 123 
236 158 122 
235 157 121 
236 155 120 
234 156 120 
236 155 120 
238 157 120 
236 155 118 
235 153 118 
235 154 116 
236 152 116 
237 153 117 
234 153 116 
236 152 116 
237 151 115 
237 149 113 
239 151 115 
237 151 115 
237 151 115 
236 150 114 
238 150 114 
237 150 110 
234 149 109 
233 160 132 
233 160 130 
233 158 132 
235 159 130 
235 160 128 
235 158 126 
231 157 123 
238 159 126 
241 155 125 
231 157 121 
237 156 121 
234 156 120 
235 154 119 
236 155 120 
236 154 119 
236 155 118 
235 154 117 
233 154 115 
237 152 114 
236 152 116 
238 152 116 
236 152 116 
238 150 114 
237 149 113 
237 149 113 
238 150 114 
237 151 115 
237 149 113 
238 150 114 
237 149 113 
236 148 112 
234 147 107 
233 160 132 
233 160 130 
233 158 132 
235 159 130 
234 159 127 
235 158 126 
231 157 123 
237 156 123 
240 155 123 
228 157 120 
236 155 120 
236 155 120 
235 154 119 
236 153 121 
236 154 119 
235 154 117 
237 153 117 
234 153 115 
239 151 114 
235 151 115 
238 150 114 
236 150 114 
236 148 112 
237 149 113 
236 148 112 
236 148 112 
235 149 113 
239 151 115 
237 149 113 
239 151 115 
232 147 109 
234 146 106 
233 160 132 
233 160 130 
232 158 130 
236 158 129 
234 159 127 
234 157 125 
233 156 123 
236 155 122 
235 156 123 
234 156 120 
236 155 120 
235 154 119 
234 153 118 
237 152 120 
237 153 118 
238 151 117 
235 151 115 
235 151 115 
238 150 113 
238 150 113 
236 148 112 
236 148 111 
234 148 112 
237 149 113 
235 147 111 
237 147 112 
236 150 114 
235 147 111 
236 146 111 
237 149 112 
234 145 108 
235 144 105 
233 160 132 
233 160 130 
232 158 130 
236 158 129 
234 159 127 
236 156 125 
233 156 123 
236 155 122 
233 156 123 
236 155 120 
236 155 120 
235 154 119 
235 154 117 
236 152 117 
236 152 117 
238 151 117 
233 149 113 
234 150 114 
238 150 113 
237 149 112 
237 148 111 
235 147 110 
234 147 107 
235 147 110 
235 147 111 
239 148 111 
232 146 110 
233 145 108 
235 145 110 
237 148 111 
247 162 124 
237 142 103 
233 160 132 
233 160 130 
234 158 129 
235 157 128 
235 158 126 
236 156 125 
235 156 123 
236 155 122 
231 157 123 
235 154 119 
237 155 120 
235 154 119 
236 153 115 
236 152 116 
235 148 114 
237 151 115 
234 148 112 
235 149 113 
238 150 113 
236 148 111 
237 148 111 
232 147 107 
234 147 107 
234 146 109 
235 147 111 
246 169 136 
232 148 112 
239 153 117 
235 147 111 
237 146 109 
232 147 109 
235 143 102 
233 160 132 
233 160 130 
234 158 129 
235 157 128 
235 158 126 
233 156 124 
235 156 123 
236 155 122 
232 155 122 
236 154 119 
236 154 119 
234 153 118 
236 152 116 
233 152 114 
236 149 115 
237 151 115 
236 148 112 
236 148 112 
235 147 110 
234 146 109 
236 147 110 
234 147 107 
234 147 107 
234 146 109 
242 158 123 
244 181 153 
246 161 123 
230 144 108 
236 142 107 
231 139 104 
235 141 106 
230 143 103 
233 160 132 
233 160 130 
234 158 129 
236 156 127 
234 157 125 
233 156 124 
236 155 122 
236 155 122 
235 157 121 
238 154 119 
235 153 118 
229 151 115 
233 151 116 
235 149 113 
235 149 113 
235 149 113 
235 147 111 
235 147 110 
235 147 110 
234 145 108 
236 148 108 
234 147 107 
234 146 106 
234 147 107 
233 152 119 
255 192 164 
232 144 107 
231 141 106 
234 140 105 
228 144 108 
234 153 116 
234 143 106 
233 160 132 
233 160 130 
234 159 127 
236 156 127 
234 157 125 
232 155 123 
236 155 122 
236 155 122 
234 156 120 
241 154 120 
235 153 118 
233 152 117 
230 150 119 
238 148 113 
234 148 112 
236 148 111 
235 147 110 
235 148 108 
235 147 107 
234 145 108 
236 148 108 
236 145 106 
237 144 105 
231 144 104 
242 154 117 
221 148 110 
233 139 103 
234 141 102 
242 157 131 
231 207 185 
227 172 135 
233 133 98 
233 160 132 
235 160 128 
234 159 127 
236 156 127 
234 157 125 
234 154 123 
236 155 122 
236 155 122 
235 154 119 
242 153 119 
237 153 118 
234 152 117 
222 152 128 
238 147 116 
232 148 113 
235 147 110 
235 146 109 
235 147 107 
236 145 106 
234 146 106 
237 146 107 
236 143 104 
237 142 103 
234 142 101 
230 139 102 
232 143 99 
237 139 99 
224 143 106 
246 225 203 
255 233 222 
208 135 105 
234 136 96 
233 160 132 
235 160 128 
236 159 127 
236 156 127 
233 156 124 
234 154 123 
235 154 121 
236 155 122 
234 153 118 
242 153 119 
234 152 117 
237 154 122 
239 182 157 
238 154 119 
235 147 111 
235 147 110 
235 147 107 
235 147 107 
234 143 104 
233 145 105 
238 143 104 
237 142 103 
237 142 103 
235 140 100 
233 140 101 
234 139 100 
233 138 98 
227 168 142 
247 239 239 
212 142 118 
237 142 103 
235 132 93 
233 160 132 
235 160 128 
236 159 127 
238 156 125 
235 155 124 
234 154 123 
235 154 121 
236 155 122 
235 153 118 
241 152 118 
236 152 117 
235 150 118 
254 209 182 
233 149 114 
235 147 111 
235 146 109 
234 146 106 
236 145 106 
236 143 104 
233 142 103 
237 142 103 
236 141 102 
236 141 102 
234 139 100 
233 138 98 
232 136 96 
232 143 109 
244 205 190 
247 242 243 
222 132 97 
232 133 95 
234 131 92 
233 160 132 
235 160 128 
236 159 127 
238 156 125 
235 155 124 
235 153 122 
236 155 122 
236 154 119 
235 153 118 
238 151 117 
235 151 116 
231 148 117 
240 193 165 
234 147 113 
235 146 109 
235 147 107 
234 146 106 
237 144 105 
238 143 103 
236 141 101 
236 141 102 
236 141 102 
234 139 100 
233 138 99 
232 137 97 
233 137 97 
236 171 140 
253 241 235 
255 238 221 
227 130 92 
233 130 91 
233 130 91 
233 160 132 
236 161 129 
235 158 126 
238 156 125 
235 155 124 
236 154 123 
235 154 121 
236 154 119 
234 152 117 
237 150 116 
234 150 115 
232 147 115 
232 175 144 
233 146 112 
234 145 108 
235 147 107 
236 145 106 
238 143 104 
236 142 106 
241 140 101 
235 140 101 
234 137 99 
234 139 100 
234 138 98 
229 137 96 
231 135 99 
238 190 162 
211 152 126 
218 137 99 
231 130 92 
235 129 88 
235 130 89 
233 160 132 
236 161 129 
235 158 126 
238 156 125 
233 156 124 
236 153 122 
233 154 121 
236 154 119 
233 151 116 
234 150 115 
233 149 114 
233 149 114 
221 144 111 
237 145 110 
234 145 108 
237 144 105 
236 143 104 
236 144 103 
246 159 125 
234 139 100 
235 140 101 
234 137 99 
232 137 98 
235 137 97 
231 136 96 
230 136 101 
222 136 100 
233 130 91 
229 131 91 
233 127 86 
234 129 88 
232 127 86 
233 160 132 
236 161 129 
235 158 126 
238 156 125 
235 156 123 
236 153 122 
233 154 121 
236 154 119 
233 151 116 
233 149 114 
235 148 114 
233 147 111 
232 145 113 
235 146 109 
233 144 107 
236 143 104 
235 142 103 
235 142 103 
230 151 118 
228 140 100 
233 138 99 
233 136 98 
232 136 100 
235 134 96 
232 135 97 
227 148 121 
234 130 95 
231 131 89 
235 129 88 
233 128 87 
232 127 86 
232 127 86 
233 160 132 
235 160 128 
237 157 126 
238 156 125 
234 155 122 
236 153 122 
233 154 121 
235 153 118 
235 151 116 
233 149 114 
235 148 114 
235 146 112 
235 145 111 
232 144 107 
237 144 105 
238 143 104 
236 141 102 
233 140 101 
252 171 136 
236 139 103 
233 137 97 
233 136 98 
231 136 96 
230 133 99 
226 151 119 
251 197 174 
243 132 94 
235 130 91 
236 128 87 
236 128 87 
232 126 85 
231 125 84 
233 160 132 
236 161 129 
237 157 126 
238 156 125 
234 155 122 
237 154 122 
233 154 121 
235 153 118 
235 151 116 
232 148 113 
233 146 112 
236 146 112 
236 143 110 
232 144 107 
236 143 104 
237 142 103 
236 141 102 
235 140 101 
232 135 99 
235 136 98 
232 137 97 
230 134 98 
229 134 95 
236 157 130 
245 212 196 
239 202 182 
235 130 91 
234 129 88 
235 127 85 
233 125 84 
232 124 83 
232 124 83 
233 160 132 
236 161 129 
237 157 126 
238 156 125 
236 155 122 
237 154 122 
232 153 120 
234 152 117 
235 151 116 
234 148 112 
235 146 112 
234 146 110 
236 144 109 
233 144 107 
236 143 104 
236 141 102 
233 140 101 
233 138 99 
232 135 97 
235 137 97 
231 138 99 
229 135 99 
221 136 104 
236 193 176 
253 236 227 
227 161 132 
231 126 87 
233 127 86 
235 125 83 
231 123 82 
232 124 83 
231 123 81 
233 160 132 
236 161 129 
236 156 125 
238 156 125 
236 155 122 
236 153 121 
232 154 118 
234 152 117 
234 150 115 
234 148 112 
234 145 111 
234 146 110 
236 145 108 
234 143 106 
234 141 102 
235 140 101 
232 139 100 
234 137 99 
235 136 98 
234 139 99 
233 142 105 
223 140 108 
233 163 139 
245 226 213 
249 240 237 
219 131 101 
228 126 84 
236 126 84 
234 124 82 
231 123 82 
234 124 82 
230 122 80 
233 160 132 
236 161 129 
236 156 125 
238 156 125 
236 155 122 
236 153 121 
231 153 117 
234 152 117 
233 149 114 
236 148 112 
235 146 112 
234 146 110 
237 143 107 
232 141 102 
234 141 102 
234 139 100 
233 138 99 
232 135 99 
236 137 99 
233 139 103 
236 151 111 
244 161 133 
241 166 144 
243 218 202 
254 244 237 
238 145 112 
236 125 87 
235 125 83 
232 122 80 
231 121 79 
232 122 80 
231 121 79 
233 160 132 
236 161 129 
236 156 125 
237 156 123 
236 155 122 
236 153 121 
231 153 117 
237 153 118 
233 149 114 
236 148 112 
234 145 111 
234 144 109 
235 144 107 
232 141 102 
235 140 101 
233 138 99 
233 138 99 
231 134 96 
234 138 98 
244 153 116 
232 137 98 
226 135 104 
233 151 110 
247 179 150 
250 230 213 
231 129 87 
237 125 83 
231 123 81 
232 122 80 
232 120 78 
230 120 78 
232 120 78 
232 159 129 
235 160 128 
238 156 125 
237 156 123 
236 155 122 
236 153 121 
232 151 116 
236 152 117 
239 155 120 
236 147 113 
234 144 110 
234 144 109 
234 143 106 
234 141 102 
232 137 98 
232 137 98 
232 135 97 
229 133 93 
231 135 95 
241 145 109 
233 134 96 
230 134 94 
226 134 91 
230 136 100 
230 157 127 
235 125 83 
233 123 81 
230 122 80 
231 121 79 
232 120 78 
232 118 77 
232 118 77 
232 159 129 
235 160 128 
238 156 125 
237 156 123 
236 155 122 
236 153 121 
232 151 116 
234 150 115 
242 159 127 
236 147 113 
235 143 108 
236 144 109 
235 141 105 
233 140 101 
232 135 97 
232 137 97 
234 135 97 
229 133 93 
230 132 92 
227 128 90 
232 129 90 
233 131 88 
231 129 87 
230 125 82 
234 129 86 
229 124 81 
230 122 80 
232 122 80 
232 120 78 
232 118 77 
232 118 77 
232 118 77 
232 159 129 
235 160 128 
238 156 125 
237 156 123 
236 155 122 
236 153 121 
232 151 116 
233 149 114 
241 160 127 
237 148 114 
235 145 110 
235 144 107 
234 140 104 
233 140 101 
233 136 98 
232 137 97 
236 135 97 
230 132 92 
232 131 92 
231 130 92 
233 128 89 
233 127 86 
232 127 86 
229 123 82 
235 126 82 
234 124 82 
230 120 78 
232 120 78 
232 120 78 
232 118 77 
230 118 75 
230 118 75 
233 160 130 
236 161 129 
238 156 125 
237 156 123 
236 155 122 
236 153 121 
233 151 116 
233 149 114 
237 156 123 
236 147 113 
233 144 107 
237 143 107 
234 141 102 
236 139 101 
233 136 98 
233 137 97 
233 132 94 
229 131 91 
232 129 90 
232 128 91 
232 127 88 
233 127 86 
232 126 85 
229 124 81 
231 120 80 
234 122 80 
231 119 77 
234 120 79 
231 119 77 
230 118 75 
230 118 75 
230 118 75 
233 160 130 
236 161 129 
238 156 125 
237 156 123 
235 154 121 
236 153 121 
232 150 115 
233 149 114 
232 151 118 
236 147 113 
234 145 108 
236 142 106 
233 140 101 
236 139 101 
233 137 97 
235 134 95 
236 133 94 
231 130 91 
231 128 89 
232 129 90 
231 126 87 
232 126 85 
236 123 83 
230 122 80 
233 121 79 
233 119 78 
232 118 77 
230 118 75 
230 118 76 
230 118 75 
230 118 75 
230 118 75 
233 160 130 
235 160 128 
238 156 125 
236 155 122 
235 154 121 
236 153 121 
232 150 115 
233 149 114 
227 148 115 
235 146 112 
233 144 107 
236 142 106 
232 139 100 
235 138 100 
232 136 96 
237 134 95 
234 131 92 
232 129 90 
230 128 86 
233 127 86 
233 126 88 
231 123 82 
235 122 82 
231 121 79 
231 119 77 
233 119 78 
232 118 77 
230 118 75 
230 118 75 
231 118 75 
230 118 75 
230 118 75 
233 160 130 
235 160 128 
237 155 124 
236 155 122 
234 153 120 
236 153 121 
233 149 114 
233 149 114 
226 147 114 
236 145 114 
234 146 109 
231 141 106 
235 140 101 
235 136 98 
233 135 95 
235 132 93 
233 130 91 
232 129 90 
230 128 86 
232 126 85 
233 125 84 
231 123 82 
232 122 80 
233 121 79 
232 118 77 
232 118 77 
232 118 77 
230 118 75 
230 118 75 
231 117 76 
230 118 75 
230 118 76 
233 160 130 
234 159 127 
238 157 124 
233 154 121 
234 153 120 
235 152 120 
234 150 115 
236 152 117 
227 144 112 
238 145 114 
242 156 120 
233 142 105 
232 137 98 
235 136 98 
233 132 93 
236 131 92 
235 130 91 
233 128 89 
229 127 85 
232 126 85 
232 124 83 
229 121 80 
232 122 80 
232 120 77 
232 118 77 
231 117 76 
233 117 76 
230 118 75 
229 115 74 
228 114 73 
228 116 74 
229 117 75 
233 160 130 
234 159 127 
237 156 123 
233 154 121 
234 153 120 
236 152 117 
233 149 114 
241 157 122 
232 147 115 
238 145 114 
245 161 126 
235 141 105 
234 139 100 
234 135 97 
233 132 93 
235 130 91 
233 128 89 
233 126 88 
230 125 84 
230 124 83 
230 122 81 
229 121 80 
233 121 79 
231 118 75 
232 118 77 
231 117 76 
231 115 74 
233 118 75 
228 114 73 
228 114 73 
227 115 73 
228 116 74 
233 160 130 
234 159 127 
237 156 123 
233 154 121 
234 153 120 
236 152 117 
234 147 113 
242 158 123 
232 146 116 
232 149 121 
250 167 139 
234 140 104 
233 137 97 
234 135 97 
234 133 94 
235 130 91 
232 125 87 
233 126 88 
232 126 85 
231 123 82 
230 122 81 
228 120 79 
232 120 78 
231 118 75 
233 118 75 
230 116 75 
231 115 74 
232 116 75 
229 115 74 
228 114 73 
228 114 74 
230 118 76 
232 159 129 
233 158 126 
238 157 124 
233 154 121 
234 153 120 
236 152 117 
238 147 116 
247 160 126 
233 150 119 
226 149 122 
254 170 144 
233 139 103 
235 139 99 
234 136 96 
234 131 92 
234 129 90 
232 125 87 
233 125 84 
231 125 84 
232 124 83 
229 121 80 
230 120 78 
232 120 78 
235 117 75 
233 118 75 
234 116 74 
231 115 74 
230 114 73 
230 114 73 
228 114 74 
228 114 74 
230 117 77 
233 160 130 
233 158 126 
238 157 124 
234 155 122 
234 153 120 
236 151 119 
238 147 116 
247 157 126 
236 156 125 
227 150 123 
248 167 140 
233 139 103 
235 139 99 
234 136 96 
232 129 90 
235 130 91 
233 126 88 
232 124 83 
232 124 83 
231 123 81 
229 121 80 
230 120 78 
232 119 76 
235 117 75 
234 116 74 
234 116 74 
231 115 74 
231 113 72 
231 115 74 
229 113 72 
230 116 76 
229 116 76 
233 160 130 
233 158 126 
238 157 124 
234 155 122 
234 153 120 
234 152 117 
236 147 113 
239 152 120 
238 165 137 
235 161 135 
244 168 145 
233 139 104 
233 137 97 
234 133 94 
233 130 91 
234 129 88 
232 125 87 
232 124 83 
230 122 81 
229 121 79 
229 121 80 
232 120 78 
233 118 75 
235 117 75 
233 115 73 
233 115 73 
233 115 73 
231 113 72 
232 114 73 
231 117 76 
230 116 76 
228 117 77 
233 160 130 
233 158 126 
238 157 124 
234 155 122 
234 151 119 
234 152 117 
235 148 114 
238 150 120 
240 179 153 
237 170 145 
255 185 161 
233 137 101 
234 136 96 
234 133 94 
235 130 91 
233 128 87 
231 124 86 
234 123 83 
231 123 82 
230 120 78 
233 119 78 
231 119 77 
233 118 75 
233 115 73 
233 115 73 
233 115 73 
233 115 73 
230 112 71 
230 112 71 
231 117 77 
229 118 78 
230 119 81 
233 160 130 
233 158 126 
238 157 124 
234 155 122 
234 151 119 
234 152 117 
234 152 117 
233 146 119 
238 181 156 
234 170 146 
246 177 150 
234 138 102 
234 136 96 
233 132 93 
234 129 88 
233 127 86 
231 125 84 
234 123 83 
230 122 81 
230 120 78 
234 120 79 
234 118 77 
234 116 74 
233 115 73 
232 114 73 
232 114 72 
231 113 72 
233 115 74 
230 114 73 
226 113 73 
229 118 78 
233 122 84 
233 160 130 
233 158 126 
238 157 124 
234 155 122 
234 151 119 
230 152 116 
233 152 117 
227 149 126 
236 178 156 
232 174 155 
238 170 141 
235 139 103 
233 135 95 
232 131 92 
233 128 87 
232 127 84 
231 125 84 
232 121 81 
232 121 81 
232 120 78 
236 120 79 
233 117 76 
234 116 74 
233 115 73 
232 114 73 
231 113 72 
231 113 72 
233 115 74 
229 115 74 
232 118 81 
231 120 80 
232 121 83 
233 160 130 
233 158 126 
238 157 124 
234 155 122 
234 151 119 
230 152 116 
228 151 118 
227 154 132 
243 180 160 
237 181 162 
211 151 122 
227 135 100 
231 133 93 
232 131 92 
231 129 87 
233 125 84 
234 123 83 
231 120 80 
232 121 81 
233 119 78 
233 117 76 
235 117 76 
233 115 73 
233 115 73 
232 114 73 
231 113 72 
230 114 73 
233 115 74 
232 119 79 
232 120 84 
230 119 81 
230 118 82 
233 160 130 
234 157 125 
238 157 124 
233 154 121 
234 151 119 
228 152 116 
228 154 120 
239 178 158 
244 182 164 
240 183 162 
235 186 160 
230 136 101 
230 131 93 
234 131 92 
231 129 87 
233 125 84 
232 121 81 
231 120 80 
231 120 80 
232 118 77 
234 116 75 
233 115 74 
233 115 73 
233 115 74 
230 112 71 
231 113 72 
229 115 74 
229 116 76 
229 118 78 
231 120 82 
229 118 80 
228 118 82 
232 159 129 
233 156 124 
238 157 124 
233 154 121 
233 152 119 
228 152 116 
232 162 132 
245 190 169 
245 185 169 
234 175 155 
234 184 161 
230 136 101 
231 132 94 
232 129 90 
233 128 87 
233 125 84 
231 123 82 
231 120 80 
230 120 78 
233 120 77 
231 116 73 
235 114 74 
233 115 74 
231 113 72 
231 113 72 
231 113 72 
230 116 76 
227 116 76 
226 117 79 
231 120 82 
231 120 82 
227 120 83 
232 159 129 
233 156 124 
239 158 125 
233 154 121 
233 152 119 
229 153 117 
228 162 133 
224 178 160 
249 191 172 
226 164 140 
221 167 144 
231 138 105 
231 132 94 
234 129 88 
233 127 86 
235 124 84 
231 123 82 
231 120 80 
230 120 78 
233 120 77 
232 117 74 
232 114 72 
232 114 73 
231 113 72 
231 113 72 
230 114 73 
230 117 77 
228 117 77 
232 123 85 
231 121 85 
235 124 86 
229 125 90 
232 159 129 
233 156 124 
239 158 125 
233 154 121 
232 151 118 
231 153 117 
223 164 138 
211 165 147 
255 214 199 
218 156 132 
216 156 132 
228 144 109 
232 131 92 
235 129 88 
232 126 85 
234 123 83 
230 122 81 
229 121 80 
232 120 78 
232 119 76 
232 117 74 
235 117 75 
232 114 73 
231 113 72 
231 113 72 
231 115 74 
230 117 77 
230 119 79 
231 122 84 
232 122 86 
231 123 89 
230 128 93 
232 159 129 
233 156 124 
239 158 125 
235 154 121 
232 151 118 
231 153 117 
219 165 140 
208 162 144 
244 211 196 
218 165 144 
216 149 126 
242 154 118 
231 130 91 
237 129 88 
235 127 86 
234 123 83 
230 122 81 
228 120 79 
232 118 77 
233 118 75 
232 117 74 
234 116 74 
231 113 72 
231 113 72 
231 113 72 
231 115 74 
232 119 79 
231 120 82 
229 120 82 
229 125 90 
231 123 92 
235 132 99 
232 159 129 
233 156 124 
239 158 125 
235 154 121 
233 152 119 
231 154 122 
223 173 151 
230 187 170 
241 215 201 
249 209 191 
227 157 133 
234 144 109 
233 130 91 
235 127 86 
236 128 87 
233 122 82 
229 121 80 
229 119 77 
231 117 76 
235 117 75 
233 118 75 
234 116 74 
230 112 71 
231 113 72 
231 113 72 
231 117 76 
231 118 78 
228 118 82 
230 120 86 
228 128 93 
230 122 91 
234 134 106 
232 159 129 
233 156 124 
238 157 124 
235 154 121 
233 152 119 
233 156 129 
242 204 186 
239 198 183 
242 228 216 
251 215 197 
248 170 147 
233 142 105 
233 130 91 
236 128 87 
236 125 85 
234 121 81 
229 121 80 
229 119 77 
231 118 75 
234 116 74 
235 117 75 
232 114 72 
231 113 72 
231 113 72 
231 113 72 
230 117 77 
231 122 84 
233 125 91 
231 122 90 
235 131 96 
224 121 88 
230 136 107 
232 159 129 
233 156 124 
238 157 124 
235 154 121 
234 153 120 
233 157 134 
251 217 201 
239 206 191 
238 226 216 
255 235 221 
232 150 125 
236 139 101 
233 130 91 
235 124 84 
236 125 85 
232 122 80 
229 121 80 
229 119 77 
230 117 74 
233 115 73 
234 116 74 
231 113 72 
231 113 72 
232 114 73 
230 114 73 
230 117 77 
231 124 87 
228 121 87 
229 122 89 
233 128 95 
225 126 94 
237 144 113 
232 159 129 
233 156 124 
238 157 124 
235 154 121 
234 153 120 
226 160 141 
250 233 224 
229 207 195 
242 229 221 
239 209 192 
224 140 114 
233 133 98 
234 129 90 
235 124 84 
233 122 82 
231 121 79 
231 119 77 
228 118 76 
231 116 73 
233 115 73 
233 115 73 
231 113 72 
231 113 72 
233 115 74 
228 114 73 
230 119 81 
229 123 86 
230 128 93 
233 123 93 
234 127 94 
231 138 107 
235 146 119 
232 159 129 
233 156 124 
238 157 124 
235 154 121 
234 151 119 
224 165 149 
252 242 235 
231 219 207 
243 232 224 
246 214 195 
230 146 118 
234 134 99 
234 129 90 
234 123 83 
233 122 82 
230 120 78 
230 118 76 
232 118 77 
233 115 73 
234 116 74 
233 115 73 
231 113 72 
232 114 73 
230 118 76 
228 116 74 
229 120 82 
233 127 90 
234 132 97 
232 123 91 
236 130 99 
236 144 115 
232 145 118 
232 159 129 
233 156 124 
238 157 124 
235 154 121 
234 151 119 
227 177 165 
248 243 240 
241 236 227 
243 232 224 
252 220 201 
232 146 116 
233 132 94 
233 128 87 
233 122 82 
234 123 83 
232 120 78 
230 118 76 
231 117 76 
231 115 74 
234 116 74 
231 113 71 
231 113 72 
231 115 74 
230 118 76 
226 115 75 
230 121 83 
229 123 86 
234 132 97 
230 126 91 
234 142 113 
233 145 115 
234 145 118 
232 159 129 
233 156 124 
238 157 124 
233 154 121 
234 151 119 
237 197 185 
250 245 244 
245 246 244 
244 234 227 
253 209 186 
232 146 116 
234 133 95 
232 127 86 
234 123 83 
237 124 84 
232 120 78 
232 118 77 
233 117 76 
233 115 74 
233 115 73 
231 113 72 
231 113 72 
231 115 74 
229 117 75 
228 117 77 
233 123 87 
229 124 85 
231 131 96 
227 127 92 
231 146 120 
239 155 130 
233 146 120 
232 159 129 
233 156 124 
237 156 123 
233 154 121 
234 151 119 
245 221 215 
248 246 246 
245 245 245 
243 239 234 
253 208 187 
232 145 113 
232 128 91 
233 127 86 
235 124 84 
232 122 80 
232 120 78 
232 118 77 
235 117 76 
234 116 75 
231 113 71 
231 113 72 
231 113 72 
231 115 74 
231 119 77 
227 118 80 
234 124 88 
233 129 92 
231 134 101 
231 137 102 
231 144 118 
234 150 125 
228 142 118 
232 159 129 
233 156 124 
237 156 123 
233 154 121 
231 151 120 
245 221 215 
247 246 248 
245 244 246 
239 241 235 
227 177 155 
231 142 108 
232 128 91 
233 127 86 
236 125 85 
231 121 79 
231 119 77 
232 118 77 
235 117 76 
234 116 74 
231 113 71 
231 113 72 
230 112 71 
227 113 73 
232 120 78 
228 118 82 
229 121 87 
236 132 97 
235 139 109 
235 145 111 
222 133 106 
233 144 123 
231 147 122 
232 159 129 
233 156 124 
237 156 123 
233 154 121 
231 151 120 
253 234 229 
247 246 248 
245 244 246 
238 241 232 
225 174 154 
230 141 107 
231 128 89 
233 127 86 
236 125 85 
230 120 78 
232 120 78 
231 119 76 
235 117 76 
233 115 73 
231 113 71 
231 113 72 
230 112 71 
229 115 75 
229 118 80 
228 120 86 
228 120 86 
231 128 95 
235 138 110 
236 148 118 
233 144 117 
240 157 135 
236 158 135 
232 159 129 
233 156 124 
237 156 123 
233 154 121 
231 151 120 
255 244 240 
245 247 248 
249 245 250 
240 242 236 
243 191 174 
227 139 103 
229 128 89 
232 126 85 
236 125 85 
230 120 78 
233 121 79 
230 118 75 
233 117 76 
232 114 73 
231 113 71 
231 113 72 
232 114 73 
230 117 77 
230 119 81 
230 122 88 
227 119 85 
229 130 98 
233 139 110 
237 150 123 
228 139 112 
234 159 137 
240 167 145 
232 159 129 
233 156 124 
237 156 123 
233 154 121 
231 151 120 
254 245 241 
246 247 251 
249 245 251 
240 242 236 
234 173 153 
229 140 103 
229 128 89 
233 125 84 
234 123 83 
230 120 78 
233 121 79 
230 118 75 
233 117 76 
232 114 73 
231 113 72 
231 113 72 
232 114 73 
232 119 79 
234 120 83 
231 124 91 
224 119 86 
232 136 106 
230 136 107 
242 157 131 
230 145 119 
237 167 144 
228 170 148 
232 159 129 
233 156 124 
237 156 123 
233 154 121 
231 151 120 
251 246 245 
246 247 251 
249 245 251 
242 242 236 
239 188 168 
230 140 105 
232 127 88 
233 125 84 
234 123 83 
230 120 78 
232 120 78 
230 118 75 
231 117 76 
232 114 73 
230 112 71 
231 113 72 
228 114 74 
229 120 82 
231 120 82 
230 127 94 
221 120 88 
231 137 108 
227 134 108 
243 158 132 
236 155 128 
230 162 139 
242 187 166 
232 159 129 
233 156 124 
237 156 123 
233 154 121 
231 151 120 
251 246 245 
247 246 250 
249 245 251 
242 242 236 
245 200 179 
234 143 106 
232 127 88 
233 125 84 
232 121 81 
229 119 77 
231 119 77 
230 118 76 
231 117 76 
232 114 73 
229 111 70 
231 113 72 
229 115 75 
226 119 81 
230 123 85 
239 135 106 
234 136 106 
227 134 108 
222 138 110 
235 149 125 
229 152 126 
240 183 162 
250 206 189 
232 159 129 
233 156 124 
237 156 123 
233 154 121 
233 150 122 
251 245 246 
247 246 250 
248 244 249 
243 242 238 
255 223 203 
235 141 105 
232 127 88 
233 125 84 
232 121 81 
231 120 80 
231 119 77 
230 118 76 
232 118 77 
232 114 73 
230 112 71 
229 113 72 
230 116 76 
232 125 87 
235 128 94 
243 140 113 
234 145 118 
233 142 115 
234 153 126 
231 145 121 
231 164 143 
238 193 172 
250 215 201 
232 159 129 
233 156 124 
237 156 123 
233 154 121 
224 148 126 
251 242 245 
248 245 247 
248 244 249 
246 242 241 
255 210 189 
234 141 102 
232 127 88 
232 124 83 
232 121 81 
230 119 79 
231 119 77 
231 118 75 
230 116 75 
232 114 73 
230 112 71 
229 113 72 
229 116 76 
231 127 92 
229 129 95 
